SMILES                                                      Zinc_ID
c1ccc(cc1)[C@@H](Cn1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)C)nn1)O          ZINC77197184
c1cc(ccc1C(=O)NC)OCC(=O)N1CCN(CC1)Cc1c(C)noc1C                   ZINC53823208
c1ccc2c(c1)nc(c1ccc(cc1)NC(=O)NCCc1ccc(cc1)OC)[nH]2              ZINC44441379
c1cc2c(c[nH]c2nc1)[C@H]1CC[N@@H+](CC1)Cc1ccc(cc1)Oc1cnccn1       ZINC91955542
c1cc2c(cc1CCCC(=O)NC1CCN(C(=O)CC(C)C)CC1)[nH]c(=O)[nH]2              ZINC78610023
c1cc(C[N@H+]2Cc3cc(CNC(=O)N(C)C)nn3CC2)sc1c1cc[nH]n1                 ZINC91452012
c1cc(c(c(c1)[N+](=O)[O-])C)C(=O)Nc1ccc(c(c1)c1ccc(CO)o1)Cl           ZINC20141026
c1cc(cc2c1c(c[nH]2)CC(=O)NNC(=O)CNc1ccc(cc1)OC)Cl                    ZINC69372156
C(#N)c1cccc(c1)NC(=O)CN1C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O           ZINC03416834
c1cc(cc(c1)OCC(=O)NCc1ccc(cc1)S(=O)(=O)N)n1cnnc1                      ZINC95475460
C(#N)c1ccc(cc1)CN1CCN(C(=O)Cc2c3ccccc3c(=O)[nH]n2)CC1                 ZINC23437004
c1cc(c(nc1)Cl)NC(=O)[C@@H](C)OC(=O)/C=C/c1ccc(cc1)C(=O)NC             ZINC31605726
c1cc(cc(c1)OCCC[N@@H+]1Cc2c(NC1)n(c(=O)n(c2=O)C)C)NC(=O)C             ZINC04381347
c1cc(ccc1N1C[C@H](C)O[C@H](C1)C)NC(=O)CO/N=C(\c1ccsc1)/N              ZINC64551707
c1cc(/C(=N\OCC(=O)Nc2ccc(cc2)N2C[C@H](C)O[C@H](C2)C)/N)sc1            ZINC64551756
c1cc(ccc1N1CCOCC1)NC(=O)Cc1nc([C@H](CCC)[NH+](C)C)on1                 ZINC93888404
c1cc(ccc1CNC(=O)CCC(=O)N1CCOCC1)C[N@H+]1CCC[C@H](C1)C                 ZINC36398551
c1cc(cc(c1)S(=O)(=O)NC)C(=O)OCC(=O)c1ccc2c(c1)[nH]c(=O)[nH]2          ZINC07974208
c1csc(c1C(=O)N)NC(=O)COC(=O)C1CCN(CC1)S(=O)(=O)C                      ZINC11594626
c1cc(c(cc1C[N@H+]1CC[C@H](c2ccnn2CCO)CC1)F)N1CCOCC1                   ZINC92811224
c1ccc(cc1)[C@H](C(=O)NC)NC(=O)C[N@@H+]1CC[C@H](CC1)CN1CCOCC1          ZINC69028375
c1cc2cc(ccc2nc1)OCc1nc(co1)C(=O)N(C)Cc1cnc(nc1)N                      ZINC67562804
C(#CCOc1cccc(c1)NC(=O)C)CNC(=O)c1cccc(c1)n1cnnn1                      ZINC90731888
c1cc(ccc1C(=O)N1CCN(C(=O)c2ccc(cc2)O)CC1)Cn1ccnc1                     ZINC60626246
c1ccc2c(c1)c(c[nH]2)CC(=O)NNC(=O)c1ccc(cc1)CN1C(=O)CCC1               ZINC25449338
c1ccnc(c1)COc1ccc(cc1)CNC(=O)Nc1ccc(c(c1)C(=O)N)C                     ZINC67310441
c1cc(ccc1C(=O)CC)OCC(=O)N[C@@H](c1ccc(cc1)S(=O)(=O)N)C                ZINC06602410
c1cnc(nc1N1CCC2(CC1)CN(C(=O)O2)CC[N@H+]1CC[C@@H](C1)N(C)C)N           ZINC77535435
c1cc(cc(c1)S(=O)(=O)N)[C@H](C)[N@@H+](C)Cc1ccc(cc1)N1CCOCC1           ZINC92585545
c1cc(ccc1c1nc(cc(n1)NCc1ccc(cc1)C(=O)NC)CC)[N+](=O)[O-]               ZINC53557935
C(#N)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(CNC(=O)C)s1                     ZINC67067538
c1cc(ccc1N1CCN(C(=O)CSc2ncc(CO)n2C)CC1)[N+](=O)[O-]                   ZINC72307074
c1cc2c(c[nH]c2nc1)C1CCN(C(=O)CCC(=O)c2ccc(cc2)OC)CC1                  ZINC61427592
C(#N)CC(=O)Nc1ccc(cc1)C(=O)NCc1ccc(cc1)C[NH+]1CCCCC1                  ZINC12899012
c1cc(ccc1n1c(c(cn1)C(=O)Nc1ccc2c(c1)[nH]c(=[O-])o2)CC)[N+](=O)[O-]    ZINC33015851
c1cc(ccc1Cc1ccc(cc1)NC(=O)/C=C/C(=O)[O-])NC(=O)/C=C/C(=O)[O-]         ZINC02044988
c1cc(ccc1Cc1ccc(cc1)NC(=O)/C=C/C(=O)[O-])NC(=O)/C=C/C(=O)[O-]         ZINC08616707
c1cc(ccc1c1ccc(=O)n(CC(=O)Nc2ccc(cc2)C(=O)N)n1)OCC                    ZINC38827713
c1ccc2c(c1)c(c[nH]2)C[C@H](C)NC(=O)C[C@@H]1C(=O)Oc2cc(ccc2[C@@H]1C)O ZINC38573757
c1cc2c(cc1CNC(=O)[C@H](C)[NH2+]Cc1ccc(cc1)S(=O)(=O)N)OCO2             ZINC08428823
c1ccc2c(c1)c(c[nH]2)CC(=O)N1CCN(C(=O)Nc2ccc(cc2)OC)CC1                ZINC47323999
c1ccc2c(c1)c(c[nH]2)C(=O)N(C)CC(=O)Nc1ccc(cc1)N1CCOCC1                ZINC07220140
c1ccc2c(c1)NC(=O)CN2CC(=O)N1CCN(c2ccc(cc2)C(=O)C)CC1                  ZINC72314836
c1ccc(cc1)C1=[NH+]C=CN1CCN1CCN(CC1)Cc1ccc(cc1)[N+](=O)[O-]            ZINC77159642
c1cc(cc2c1c(c(C(=O)N/N=C/c1ccc(c(c1O)O)O)s2)Cl)OC                     ZINC04965176
c1ccc2c(c1)c(c[nH]2)c1nnc(o1)SCC(=O)Nc1ccc(cc1)C(=O)[O-]              ZINC03277438
C(#N)c1cccc(c1)NC(=O)CSc1nc([nH]n1)N/N=C/c1ccc(cc1)O                  ZINC21078064
c1cc(cc(c1)NC(=O)c1ccc(cc1)OC)/C=C/c1ncc(C(=O)NC)s1                   ZINC72057925
c1ccc2c(c1)c(cc(n2)SCCC(=O)Nc1ccc(cc1)C(=O)C)C(=O)N                   ZINC32907163
c1cc(ccc1CNC(=O)C(=O)Nc1ccc(nc1)n1ccnc1C)C[NH+](C)C                   ZINC70798107
c1cc(ccc1c1nc(cc(=O)[nH]1)CC)C[NH+]1CCN(CC1)CCn1ccnc1                 ZINC23478633
c1cc2c(cc1C(=O)N1CCN(C(=O)Nc3ccc(cc3)[N+](=O)[O-])CC1)nc[nH]2         ZINC40158489
c1cc(cc(c1)O)C[NH+]1CCN(CC1)Cc1cc(ccc1OC(F)F)[N+](=O)[O-]             ZINC92789677
c1cc(cc(c1)NC(=O)/C=C/c1cccc(c1)[N+](=O)[O-])C(=O)Nc1nccs1            ZINC58867695
c1cc(cc(c1)NC(=O)[C@@H](C)Oc1ccc2c(c1)oc(=O)cc2CC)C(=O)NC             ZINC21586527
c1cc(ccc1C(=O)NC1CCCC1)NC(=O)CCC(=O)c1ccc(cc1)OC                      ZINC61408769
c1c/c(=[NH+]/C(=O)CN2CCN(CC2)S(=O)(=O)CC)/cc2c1c(cc(o2)O)C            ZINC20045557
c1cc(cc(c1)NC(=O)C)/C(=N\NC(=O)c1ccc(cc1)CN1CCOCC1)/C                 ZINC19770679
c1cc2c(cc1C(=O)N1CCC(CC1)CCc1cc(cc(c1)OC)OC)n[nH]n2                   ZINC08719788
C(#N)c1ccc(nc1)O[C@@H]1CC[C@@H](CC1)NC(=O)N[C@@H](c1ccccc1O)CC        ZINC92408145
C(#N)c1ccc(cc1)CN1CCN(c2ccc(cn2)c2nc3ccccc3[nH]2)CC1                  ZINC23994720
c1ccnc(c1)CCN1CCC(CC1)[N@H+]([C@@H]1CC[C@H](c2ccc(cc2)O)CC1)C         ZINC92932821
c1cc(ccc1C(=O)[O-])n1c(cc(c1C)/C=C/c1nc(c(c(=O)[nH]1)[N+](=O)[O-])O)C ZINC09186406
c1ccc2c(c1)c(CC(=O)OCC(=O)NCc1ccc3c(c1)OCO3)n[nH]c2=O                 ZINC03409031
c1ccc(cc1)[C@@](C(=O)N)(C)NC(=O)[C@H](C)NC(=O)/C=C/c1ccc(cc1)OC       ZINC58151831
c1cc(c(cc1CC(=O)N1CCC(c2ncc3c(CC[N@H+](C3)C)n2)CC1)C)OC               ZINC19571077
C(#N)c1cccc(c1)OCc1ccoc1C(=O)Nc1cc(ccc1Cl)C(=O)N                      ZINC78915559
c1cc(ccc1C(=O)[C@H](C)OC(=O)c1ccc(c(c1)N)Cl)[N-]S(=O)(=O)C            ZINC07026041
c1cc(ccc1C(=O)NC)C[S@](=O)CC(=O)Nc1ccc(cc1)OC(F)F                     ZINC66949886
c1cc(cc2c(c(C)[nH]c12)CC(=O)N1CCN(c2ccc(cc2)[N+](=O)[O-])CC1)F        ZINC24544560
c1cc(cc2c1nc(NC(=O)Cn1c(=O)c3cc(ccc3nc1C)O)s2)OC                      ZINC72401279
c1cc(ccc1C(=O)NCC(=O)N)CNC(=O)c1ccc(cc1)N1CCOCC1                      ZINC62581329
c1cc(cc(c1)NC(=O)CNc1cccc(c1)NC(=O)COC)C(=O)NC1CC1                    ZINC29943467
c1cc2c(cc1c1nc([C@@H]3CCC(=O)N(C3)CCN3CCOCC3)on1)[nH]cn2           ZINC92001782
c1cc(cc(c1C)C(=O)N)NC(=O)N1CCN(CC1)Cc1ccc(cc1)OCC                  ZINC67312252
c1cc(ccc1C(=O)N)NC(=O)[C@@H](C)Nc1ccc(cc1)CCN1CCOCC1               ZINC56216032
c1ccc(cc1)[C@@H](CNC(=O)COc1ccc2c(c1)CCC(=O)N2)[NH+](CC)CC         ZINC32902075
c1cc(ccc1C(=O)[O-])NC(=O)CN1C(=O)/C(=C/c2ccc(cc2)O)/SC1=O          ZINC15049855
c1cc(cc(c1)NC(=O)CNc1ccc(c(c1)n1c(C)nnn1)F)C(=O)NCC                 ZINC68964233
c1cc(cc(c1)NC(=O)Cc1c(c2ccc(c(c2oc1=O)OC)OC)C)[C@@H](C)O            ZINC12894477
C(#N)c1ccc(c(c1)OC)Oc1ccc(cc1)NC(=O)c1c2ccccc2[nH]c1C               ZINC72072371
c1cc(ccc1C1=CCN(C(=O)Nc2ccc(c(c2)NC(=O)C)F)CC1)OCC                  ZINC91935373
c1cc(ccc1C1=CCN(C(=O)Nc2ccc(c(c2)C(=O)NC)F)CC1)OCC                  ZINC92031322
c1cc2c(cc1/N=C/c1cc(C)n(c3ccc(cc3)S(=O)(=O)N)c1C)OCO2               ZINC04675760
c1ccc(cc1)[C@@H](C1CCN(C(=O)Nc2nc3ccc(cc3s2)OC)CC1)O                ZINC72280554
c1cc2c(c(c1)NC(=O)COCC(=O)NCc1cccnc1)C[N@H+](C2)CC(C)C              ZINC92408291
c1cc(ccc1OC)OCC(=O)N1CCC(c2ncc3c(CC[N@H+](C3)C)n2)CC1               ZINC19590678
c1cc(ccc1C(=O)N1CCC(c2ncc3c(CC[NH2+]C3)n2)CC1)OCCOC                 ZINC19593654
c1c(c(c(cc1S(=O)(=O)N)NC(=O)C[N@H+]1CCC[C@H](C1)CCC(=O)N)C)C        ZINC58307103
c1ccc(cc1)c1c(c[nH]n1)C[N@@H+]1CC[C@H](CC1)CCC(=O)NC[C@@H]1CCCO1 ZINC15061959
c1cc(cc(c1)C[NH+](C)C)CNC(=O)N[C@H](c1ccc(cc1)N1CCOCC1)C            ZINC68549335
c1cc(ccc1[C@H]1CC[C@H](CC1)[N@@H+]1CC[C@H](CC1)CNC(=O)c1cnn(c1)C)OZINC92934611
c1cc(ccc1CC(=O)N/N=C/c1c(n(c(=O)s1)CC(=O)OCC)Cl)O                   ZINC04942514
c1cc(cc(c1)CNC(=O)Nc1cccc(c1)C(=O)NCC(=O)OC)C(=O)NC                 ZINC48152980
c1cc(ccc1n1cnnn1)OCC(=O)Nc1cn(CC)nc1C(=O)NCCC                       ZINC28236566
c1cc(ccc1c1ccc2c(c1)CCO2)CNC(=O)c1ccc(o1)S(=O)(=O)N                 ZINC61603815
c1cc(ccc1c1nc(C)no1)C(=O)NNC(=O)c1ccc(C[NH+](CC)CC)o1               ZINC69298041
c1cc(c(c(c1)NC(=O)CCCNc1ccc(cc1)[N+](=O)[O-])C)NC(=O)CCC            ZINC62297980
c1ccc2c(c1)c(c[nH]2)CCC(=O)Nc1ccc(c(c1)NC(=O)c1ccncc1)C             ZINC67068155
c1cc(ccc1CNC(=O)COc1ccc(cc1)[N+](=O)[O-])C[N@@H+]1CCC[C@@H](C1)C    ZINC58948994
c1cc([C@H](CNC(=O)c2ccc(cc2)CSc2ncn[nH]2)[NH+]2CCCC2)oc1            ZINC34887554
c1ccc2c(c1)c1c(nc(nn1)N/N=C/c1ccc(c3ccc(cc3)[N+](=O)[O-])o1)[nH]2   ZINC04587358
c1ccc(cc1)COc1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(CO)o1                   ZINC20145012
c1cc(cc(c1)C(=O)[O-])c1ccc(CNCCc2ccc(cc2)S(=O)(=O)N)o1              ZINC20585723
c1ccc(cc1)[C@H](Cc1ncc[nH]1)NC(=O)c1ccc(c2ccc(cc2)C(=O)C)o1         ZINC12549886
c1cc2c(cc1C(=O)Nc1nc(cs1)c1cc(C(=O)N)[nH]c1)NC(=O)CS2               ZINC39554905
c1cc(cc(c1)NC(=S)NC(=O)/C=C/c1ccc(c(c1)OC)OC)C(=O)NC                ZINC13630781
c1cc(cnc1)NC(=O)CCc1c(C)nn(c2ccc(cc2)S(=O)(=O)N)c1C                 ZINC63119845
c1ccc(c(c1)c1nnc(n1N)SCCC(=O)Nc1ccc(cc1)OCC)O                       ZINC59264036
c1cc(cc(c1)O)NC(=O)CSc1nnc(c2ccncc2)n1CCCOC                         ZINC04169272
c1cc(c(cc1CC(=O)N1CCC(c2ncc3c(CC[N@H+](C3)C)n2)CC1)F)OC             ZINC19590681
c1cc2c(c(c1)NC(=O)/C=C/c1ccc(cc1)[N-]S(=O)(=O)C)C[N@@H+](C2)CCC     ZINC66761138
C(#N)c1ccc(cc1Cl)NC(=O)C(=O)N(Cc1ccc(cc1)C[NH+](C)C)CC              ZINC66725640
c1cc(cc(c1)[N+](=O)[O-])C[C@@H]1C(=O)N/C(=N\N=C\c2ccc(c(c2)OC)O)/S1 ZINC39888178
c1cc(ccc1CSc1nc([nH]n1)N/N=C/c1cc(ccc1O)OC)[N+](=O)[O-]             ZINC21075672
C(#N)/C(=C\c1ccc(cc1)N1CCOCC1)/C(=O)NCCc1c[nH]c2ccccc12             ZINC01093585
c1cc(ccc1N1CCN(C(=O)Cc2csc(n2)NC(=O)C2CC2)CC1)OC                    ZINC09573757
c1nc2c(c(n1)N1CCC(CC1)[N@@H+]1CCC[C@@H](C(=O)N3CCOCC3)C1)nc[nH]2 ZINC71712255
c1nc2c(c(n1)N1CCC(CC1)[N@H+]1CCC[C@H](C(=O)N3CCOCC3)C1)nc[nH]2      ZINC71712254

